ten_gpa,twelth_gpa,colz_gpa,nimcet_marks,psqt_gpa,me_gpa,co_gpa,pscp_gpa,pscp_lab_gpa,foss_lab_gpa,sgpa1,afm_gpa,ds_gpa,ss_gpa,oops_gpa,aad_gpa,ds_lab_gpa,ss_lab_gpa,oops_lab_gpa,sgpa2,cgpa2,os_gpa,dbms_gpa,wt_gpa,ospm_gpa,ads_gpa,os_lab_gpa,dbms_lab_gpa,wt_lab_gpa,sgpa3,cgpa3,pdwdm_gpa,ccn_gpa,se_gpa,ooad_gpa,dos_gpa,ke_lab_gpa,ccn_lab_gpa,set_lab_gpa,sgpa4,cgpa4,nps_gpa,uc_gpa,cc_gpa,dpsa_gpa,stt_gpa,seminar_viva_gpa,nps_lab_gpa,stt_lab_gpa,sgpa5,cgpa5,project_gpa,cgpa_final
7.92,6.19,7.62,545.55,9,7,8,8,7,9,8.14,9,9,9,8,10,10,10,7,9.0,8.57,10,5,8,6,9,10,6,8,7.75,8.3,5,9,9,8,10,5,9,9,8.0,8.22,9,8,8,9,10,8,10,9,8.88,8.35,10,8.63
9.5,8.61,9.55,793.34,8,10,10,8,8,7,8.71,10,10,10,7,10,10,9,7,9.12,8.92,10,9,8,9,10,8,9,8,8.88,8.9,10,9,10,9,10,9,9,9,9.38,9.02,10,8,10,10,9,8,10,9,9.25,9.07,10,9.22
9.47,7.51,6.89,532.53,5,8,5,8,7,8,6.86,8,5,8,8,7,5,8,8,7.12,6.99,5,8,8,9,6,6,8,9,7.38,7.12,8,7,6,6,5,8,8,6,6.75,7.03,8,6,8,7,5,7,9,6,7.0,7.02,6,6.85
5.56,5.61,7.04,533.11,8,6,8,9,8,10,7.86,7,7,9,7,7,7,10,8,7.75,7.8,7,7,6,6,6,6,6,7,6.38,7.33,8,7,6,7,6,8,6,6,6.75,7.18,7,7,7,8,6,8,6,7,7.0,7.15,7,7.12
5.24,5.73,5.43,496.01,7,8,8,8,10,7,7.71,8,6,8,7,7,7,10,9,7.75,7.73,9,10,6,9,7,7,10,6,8.0,7.82,9,6,6,7,8,9,6,6,7.12,7.65,6,8,8,8,6,8,5,7,7.0,7.52,7,7.43
5.13,6.13,5.75,621.04,5,5,5,7,9,9,6.57,7,6,7,6,6,5,9,8,6.75,6.66,6,7,9,6,7,5,7,8,6.88,6.73,8,7,8,7,7,7,7,7,7.25,6.86,7,7,7,7,8,8,7,8,7.38,6.97,9,7.31
7.89,7.48,7.4,436.23,8,8,8,8,7,9,7.57,7,5,8,9,6,6,6,10,7.12,7.35,9,6,7,10,6,10,5,7,7.5,7.4,7,8,8,8,10,8,7,9,8.12,7.58,9,8,6,7,8,7,10,7,7.75,7.61,9,7.84
7.87,7.07,6.05,437.25,6,5,7,6,5,7,6.29,5,5,8,8,9,6,6,10,7.12,6.7,9,9,10,7,6,8,10,10,8.62,7.34,8,8,8,7,8,8,7,6,7.5,7.38,9,8,8,6,6,8,8,6,7.38,7.38,7,7.32
6.1,7.13,6.01,449.86,7,6,6,8,8,8,6.86,6,7,10,10,6,6,9,10,8.0,7.43,8,9,5,6,6,8,9,6,7.12,7.33,10,6,8,7,7,9,5,8,7.5,7.37,5,7,8,8,7,6,5,6,6.5,7.2,8,7.33
6.41,7.52,7.2,551.17,8,8,6,6,7,5,6.86,5,6,5,7,9,7,5,6,6.25,6.55,8,7,7,10,5,6,6,7,7.0,6.7,7,7,6,6,8,8,7,7,7.0,6.78,8,6,7,6,5,6,8,6,6.5,6.72,6,6.6
5.34,7.59,6.65,447.07,7,7,7,7,8,6,6.71,5,6,7,8,6,8,6,7,6.62,6.67,7,9,9,8,7,6,9,9,8.0,7.11,8,8,8,8,8,7,7,7,7.62,7.24,9,5,7,8,8,5,9,7,7.25,7.24,6,7.03
6.58,6.49,7.24,582.97,7,8,6,9,9,10,8.29,8,10,7,10,10,9,9,10,9.12,8.7,6,7,9,8,9,5,7,8,7.38,8.26,8,10,5,9,6,8,9,6,7.62,8.1,9,9,10,9,6,10,8,7,8.5,8.18,7,7.98
5.36,5.07,6.9,508.98,7,6,7,6,6,8,6.71,6,8,6,8,6,10,7,9,7.5,7.11,7,8,7,5,9,6,6,8,7.0,7.07,7,7,8,8,7,7,6,7,7.12,7.08,6,7,7,9,7,8,7,6,7.12,7.09,6,6.91
7.88,6.06,6.28,580.47,6,6,5,5,5,6,5.43,8,7,6,7,5,6,5,8,6.5,5.96,6,8,5,6,7,6,6,5,6.12,6.02,7,7,6,8,6,7,7,5,6.62,6.17,8,8,6,9,7,6,9,7,7.5,6.43,7,6.53
5.29,5.54,7.77,501.56,9,7,7,6,8,6,7.29,7,7,5,5,7,9,7,7,6.75,7.02,8,6,5,6,8,8,6,5,6.5,6.85,6,6,6,8,7,7,5,6,6.38,6.73,5,7,7,7,5,8,6,5,6.25,6.63,6,6.53
5.66,7.71,6.62,596.4,7,6,6,6,7,8,6.43,6,7,6,6,6,7,5,6,6.12,6.27,6,7,8,6,6,6,8,8,6.88,6.48,8,6,7,8,5,8,6,8,7.0,6.61,5,8,6,8,6,7,6,6,6.5,6.59,5,6.32
5.63,5.93,7.98,625.34,7,6,9,5,5,6,6.14,6,5,6,6,5,6,8,5,5.88,6.01,9,8,9,5,5,9,8,9,7.75,6.59,9,7,6,8,7,8,5,6,7.0,6.69,6,7,7,8,6,8,5,5,6.5,6.65,7,6.71
6.46,5.26,5.14,568.84,7,7,5,5,5,6,5.86,6,6,7,7,6,8,8,6,6.75,6.3,6,7,9,8,7,5,8,9,7.38,6.66,8,6,8,7,6,9,6,7,7.12,6.78,6,8,7,6,7,7,6,7,6.75,6.77,8,6.98
7.34,5.61,5.47,427.81,5,8,8,6,5,8,6.57,6,8,6,5,5,8,7,6,6.38,6.48,9,7,9,7,9,10,6,10,8.38,7.11,8,7,6,7,9,7,7,6,7.12,7.11,6,8,6,7,7,6,6,7,6.62,7.01,7,7.01
7.27,6.33,7.53,462.6,5,7,6,6,8,8,6.86,6,7,5,5,9,9,7,5,6.62,6.74,8,6,8,8,8,9,5,8,7.5,6.99,6,8,8,6,9,6,9,7,7.38,7.09,8,8,8,6,7,7,8,8,7.5,7.17,6,6.98
7.53,6.49,5.29,607.85,6,5,5,8,10,8,6.71,8,6,8,8,7,7,10,10,8.0,7.36,7,5,8,7,6,6,6,6,6.38,7.03,6,6,7,6,7,5,7,7,6.38,6.87,7,7,8,7,7,8,7,5,7.0,6.89,6,6.75
6.41,6.33,6.18,646.39,6,5,5,6,6,5,5.71,5,7,6,8,8,9,7,10,7.5,6.61,5,8,6,5,6,5,7,6,6.0,6.4,9,7,6,8,6,10,7,7,7.5,6.68,8,8,6,7,6,7,7,5,6.75,6.69,6,6.58
5.55,5.86,5.1,599.06,5,8,8,7,8,7,7.29,9,9,7,6,7,10,6,6,7.5,7.39,9,9,10,9,10,8,10,10,9.38,8.06,10,8,8,9,8,9,8,7,8.38,8.14,9,10,8,10,7,10,9,7,8.75,8.26,7,8.05
7.04,7.71,7.08,645.67,8,9,9,6,5,8,7.43,9,7,6,7,9,9,8,9,8.0,7.71,8,8,9,10,7,8,7,10,8.38,7.94,8,6,6,7,8,8,7,5,6.88,7.67,5,6,7,7,6,5,5,7,6.0,7.34,7,7.28
5.79,5.23,6.97,423.34,5,6,5,6,7,6,6.0,6,7,6,7,8,7,6,6,6.62,6.31,5,8,8,5,8,5,9,9,7.12,6.58,7,6,8,7,6,8,6,7,6.88,6.66,6,7,7,6,7,8,7,8,7.0,6.72,5,6.44
7.39,6.24,6.24,394.35,6,8,7,7,7,8,6.86,7,7,8,6,5,6,7,5,6.38,6.62,9,6,10,8,5,9,6,9,7.75,7.0,5,7,6,8,10,5,8,7,7.0,7.0,7,6,7,8,6,6,6,5,6.38,6.87,5,6.56
5.47,6.53,7.35,431.33,6,6,6,5,5,6,5.71,7,5,5,6,6,7,7,8,6.38,6.05,5,9,6,6,5,6,10,5,6.5,6.2,9,7,7,7,6,10,7,8,7.62,6.55,8,5,8,5,8,6,9,9,7.25,6.69,6,6.58
6.01,6.47,7.84,458.63,6,8,7,5,6,7,6.71,7,5,5,7,8,6,6,8,6.5,6.61,8,5,9,10,5,6,6,9,7.25,6.82,5,6,6,6,8,6,6,5,6.0,6.62,7,8,7,5,5,7,7,5,6.38,6.57,6,6.47
5.54,7.41,7.54,502.61,5,7,8,5,6,7,6.14,5,8,6,7,5,10,6,9,7.0,6.57,9,9,6,6,7,9,9,6,7.62,6.92,10,7,6,7,8,8,5,5,7.0,6.94,6,8,8,8,7,7,5,7,7.0,6.95,6,6.79
5.24,7.84,6.78,404.57,6,5,5,7,5,5,5.57,6,8,6,7,7,7,5,8,6.75,6.16,5,5,9,6,9,6,5,9,6.75,6.36,5,6,6,7,6,6,6,7,6.12,6.3,5,7,7,8,7,8,5,5,6.5,6.34,8,6.62
5.04,5.88,6.46,584.47,5,8,8,5,5,7,6.57,7,5,7,7,10,5,6,6,6.62,6.6,10,5,8,7,5,10,5,8,7.25,6.81,5,6,6,6,9,6,5,5,6.0,6.61,6,8,8,5,5,7,7,5,6.38,6.56,5,6.3
5.53,6.07,5.93,634.54,6,6,8,7,7,6,6.43,6,6,6,9,5,6,7,10,6.88,6.65,8,6,10,5,5,9,6,10,7.38,6.9,7,7,6,8,9,8,6,7,7.25,6.98,8,7,7,9,7,6,8,8,7.5,7.09,5,6.74
6.31,5.16,6.21,533.71,7,7,7,6,7,8,7.0,7,7,7,8,6,7,8,7,7.12,7.06,9,9,8,7,8,8,7,8,8.0,7.37,10,7,8,7,9,10,7,8,8.25,7.59,7,6,7,6,7,7,7,7,6.75,7.42,7,7.35
7.76,7.3,5.64,534.21,8,7,7,6,8,7,7.29,5,9,8,5,8,7,8,6,7.0,7.14,8,10,10,8,8,9,9,9,8.88,7.72,10,6,7,8,9,10,5,8,7.88,7.76,6,7,7,9,7,7,7,8,7.25,7.66,7,7.55
6.64,7.68,6.79,520.36,7,5,7,6,7,6,6.14,8,8,8,6,6,10,7,6,7.38,6.76,8,9,7,5,9,7,10,7,7.75,7.09,9,6,8,6,8,9,7,7,7.5,7.19,6,7,6,6,8,8,7,7,6.88,7.13,9,7.44
7.6,7.01,8.0,656.51,5,8,8,7,9,7,7.0,7,9,9,7,6,8,10,9,8.12,7.56,10,9,8,8,8,10,8,9,8.75,7.96,8,6,6,8,10,8,5,6,7.12,7.75,6,6,6,8,6,8,7,5,6.5,7.5,7,7.41
6.59,5.21,6.87,434.58,6,5,5,7,9,6,6.14,5,5,7,9,6,6,5,10,6.62,6.38,7,7,5,5,5,8,6,6,6.12,6.29,6,6,8,7,8,6,7,9,7.12,6.5,5,7,5,6,8,6,5,8,6.25,6.45,6,6.38
8.2,8.53,8.15,810.52,8,10,8,8,8,8,8.57,8,9,10,10,9,9,8,9,9.0,8.79,9,6,6,8,9,9,7,7,7.62,8.4,7,9,8,8,9,6,8,7,7.75,8.24,10,8,9,9,8,10,9,7,8.75,8.34,8,8.28
8.77,5.09,6.72,391.82,5,5,7,6,7,8,6.43,8,7,6,6,7,6,5,5,6.25,6.34,6,6,5,5,8,7,7,5,6.12,6.27,5,6,8,6,6,6,5,7,6.12,6.23,7,6,6,7,7,6,6,6,6.38,6.26,8,6.55
6.56,6.23,7.61,490.02,5,5,6,5,7,6,6.0,5,5,5,5,9,6,6,6,5.88,5.94,6,7,10,5,6,7,8,9,7.25,6.38,6,8,6,6,7,6,9,7,6.88,6.5,7,7,8,6,5,6,8,5,6.5,6.5,5,6.25
5.13,6.08,5.66,644.82,8,6,6,6,5,6,6.14,6,8,7,8,5,9,9,6,7.25,6.7,8,5,8,5,8,8,6,7,6.88,6.76,5,6,6,6,9,6,5,5,6.0,6.57,7,6,7,6,7,8,8,6,6.88,6.63,8,6.86
6.93,6.96,5.19,529.56,7,8,7,5,7,5,6.57,6,5,5,7,9,7,7,8,6.75,6.66,6,6,7,10,6,6,6,8,6.88,6.73,5,8,7,7,7,6,8,8,7.0,6.8,6,5,6,7,6,8,6,7,6.38,6.72,5,6.43
6.31,7.89,6.34,629.71,5,7,8,8,10,7,7.29,9,6,8,8,6,6,8,10,7.62,7.45,9,8,7,9,7,10,8,8,8.25,7.72,9,8,7,8,8,10,9,6,8.12,7.82,9,8,8,7,6,6,9,6,7.38,7.73,7,7.61
6.18,6.18,5.5,471.98,8,6,5,6,7,7,6.57,5,5,7,7,8,7,6,9,6.75,6.66,6,7,8,8,5,7,6,8,6.88,6.73,8,8,8,6,5,9,8,8,7.5,6.93,7,6,7,5,9,7,7,10,7.25,6.99,10,7.49
8.5,7.18,6.82,463.77,5,5,5,7,7,7,6.14,7,5,9,6,7,5,9,6,6.75,6.45,6,5,9,7,5,6,6,10,6.75,6.55,5,6,7,7,5,6,7,6,6.12,6.44,6,7,7,6,6,7,7,7,6.62,6.48,5,6.23
6.4,5.44,7.11,424.99,6,5,6,5,6,6,5.57,5,6,6,5,5,6,8,6,5.88,5.73,6,6,10,7,6,5,7,10,7.12,6.19,6,8,7,6,7,5,7,8,6.75,6.33,8,8,8,7,7,7,9,6,7.5,6.56,7,6.64
6.12,7.17,6.75,521.61,5,6,5,6,6,8,6.14,6,7,5,6,7,8,6,7,6.5,6.32,7,7,7,5,7,6,7,8,6.75,6.46,6,7,8,8,6,6,7,7,6.88,6.57,7,6,6,9,9,6,7,8,7.25,6.7,8,6.92
8.33,7.56,7.94,530.05,7,9,9,7,7,6,7.29,9,8,6,7,7,8,5,8,7.25,7.27,7,7,9,10,7,5,8,8,7.62,7.39,7,8,6,7,8,7,8,6,7.12,7.32,9,7,8,6,6,7,8,7,7.25,7.31,7,7.25
5.26,5.53,6.13,617.93,6,7,6,7,6,8,6.43,5,8,9,9,6,10,9,10,8.25,7.34,5,5,8,7,7,5,5,9,6.38,7.02,5,8,7,7,5,5,9,8,6.75,6.95,9,7,8,6,8,6,10,8,7.75,7.11,6,6.93
6.63,7.7,6.91,443.28,8,6,8,8,10,10,8.0,9,9,8,9,7,10,8,7,8.38,8.19,8,8,6,5,8,9,9,7,7.5,7.96,6,7,6,8,9,7,7,7,7.12,7.75,7,7,8,9,5,8,5,5,6.75,7.55,5,7.12
5.29,6.59,5.96,561.36,5,5,7,7,7,6,6.14,8,8,9,8,5,7,9,9,7.88,7.01,9,10,10,5,7,7,9,10,8.38,7.47,9,8,8,6,9,10,7,9,8.25,7.66,7,6,8,5,9,7,7,9,7.25,7.58,9,7.82
8.25,7.77,6.79,481.7,7,8,7,8,10,6,7.43,6,8,8,6,8,9,7,6,7.25,7.34,8,8,7,9,7,8,9,7,7.88,7.52,9,7,6,7,8,9,7,5,7.25,7.45,7,7,7,6,6,6,7,6,6.5,7.26,7,7.22
6.26,6.9,7.33,647.26,9,7,6,7,8,9,7.71,9,6,8,5,9,6,7,5,6.88,7.3,8,8,7,6,5,9,8,7,7.25,7.28,8,6,7,7,9,7,5,6,6.88,7.18,6,8,7,6,5,7,5,6,6.25,6.99,6,6.83
5.62,7.87,6.21,548.31,6,6,5,5,5,7,5.71,8,6,7,6,6,8,6,5,6.5,6.11,6,5,5,6,5,5,5,5,5.25,5.82,6,5,5,5,7,6,5,5,5.5,5.74,5,5,6,6,5,5,5,6,5.38,5.67,6,5.72
5.6,5.38,6.14,534.11,5,7,5,6,7,7,6.43,6,7,8,6,10,8,10,7,7.75,7.09,7,7,8,8,7,5,6,7,6.88,7.02,6,6,6,8,5,6,7,5,6.12,6.79,7,7,6,7,7,6,8,7,6.88,6.81,7,6.84
6.32,6.47,7.41,641.17,8,6,8,6,7,7,7.14,7,8,7,8,7,7,6,9,7.38,7.26,8,9,7,5,9,8,10,7,7.88,7.47,9,7,8,8,8,8,8,8,8.0,7.6,6,6,6,7,6,6,6,7,6.25,7.33,6,7.11
5.96,5.27,6.34,441.31,5,5,5,8,8,7,6.29,6,7,8,10,8,8,8,10,8.12,7.2,5,6,6,5,8,6,6,7,6.12,6.84,7,8,8,6,5,6,9,9,7.25,6.94,9,6,6,6,9,8,9,10,7.88,7.13,8,7.28
9.87,8.59,8.95,806.06,8,10,10,9,9,8,9.0,10,10,10,8,8,10,9,7,9.0,9.0,10,8,10,9,9,10,7,10,9.12,9.04,9,8,10,8,9,9,8,8,8.62,8.93,6,9,8,9,9,9,5,9,8.0,8.75,10,8.96
9.5,7.77,6.91,400.19,5,7,6,6,8,7,6.43,8,6,7,6,7,6,8,7,6.88,6.65,7,6,9,8,7,6,7,9,7.38,6.9,5,7,6,6,7,6,7,5,6.12,6.7,6,7,7,6,7,7,6,7,6.62,6.69,7,6.74
6.8,7.28,6.04,513.55,7,5,7,7,8,7,6.71,6,6,8,8,7,6,10,8,7.38,7.05,7,7,7,5,6,8,8,6,6.75,6.95,8,6,8,8,8,8,6,9,7.62,7.12,6,8,7,9,9,7,5,10,7.62,7.22,10,7.68
9.72,6.0,6.17,461.34,6,7,7,7,7,8,6.86,5,7,9,9,8,8,10,10,8.25,7.55,8,5,8,6,7,8,5,8,6.88,7.33,6,7,5,6,8,7,8,6,6.62,7.15,7,6,6,6,5,8,8,5,6.38,7.0,6,6.83
5.37,6.22,6.46,637.23,5,7,7,6,7,6,6.14,8,8,6,7,6,8,6,7,7.0,6.57,8,10,7,9,9,8,9,7,8.38,7.17,10,6,8,8,7,10,5,8,7.75,7.32,6,6,6,8,9,6,6,8,6.88,7.23,8,7.36
8.9,9.5,8.85,828.21,9,10,10,9,9,8,9.0,9,8,8,10,9,7,9,10,8.75,8.88,9,8,10,9,8,8,8,9,8.62,8.79,9,8,10,9,8,10,7,8,8.62,8.75,9,10,8,10,10,8,8,9,9.0,8.8,10,9.0
8.15,9.24,9.62,903.55,8,10,7,5,7,6,7.43,9,5,5,6,9,7,6,8,6.88,7.15,8,5,7,9,6,6,6,8,6.88,7.06,6,8,7,6,8,6,8,8,7.12,7.08,7,8,5,6,7,6,7,7,6.62,6.99,5,6.65
5.99,6.7,5.36,600.2,7,5,5,7,7,7,6.57,7,6,7,6,10,6,7,7,7.0,6.79,6,7,6,5,5,5,6,5,5.62,6.4,6,5,6,7,7,5,5,6,5.88,6.27,6,7,7,7,6,6,6,7,6.5,6.31,7,6.43
6.07,7.41,7.16,575.64,9,8,6,8,10,9,8.0,9,9,9,7,6,9,9,8,8.25,8.12,8,7,5,8,9,7,6,5,6.88,7.71,5,7,6,5,9,5,8,5,6.25,7.34,8,8,6,6,7,6,6,6,6.62,7.2,7,7.17
6.36,7.49,7.58,529.84,9,8,9,7,6,9,8.0,8,9,7,8,10,7,7,8,8.0,8.0,9,8,10,8,10,10,9,9,9.12,8.37,9,8,8,8,7,9,9,7,8.12,8.31,9,10,8,7,7,8,8,6,7.88,8.22,7,8.02
6.13,6.78,5.26,638.44,8,6,8,6,8,6,6.71,8,8,6,6,7,9,6,5,6.88,6.8,7,7,10,5,8,7,7,10,7.62,7.07,6,6,6,7,7,5,5,7,6.12,6.83,6,8,8,7,7,6,5,7,6.75,6.82,7,6.85
7.67,7.32,7.12,485.72,5,7,7,7,6,8,6.43,7,6,8,7,6,6,10,8,7.25,6.84,7,6,9,6,5,7,6,7,6.62,6.77,5,7,6,8,8,6,8,7,6.88,6.79,6,7,6,6,7,8,6,6,6.5,6.74,6,6.61
7.01,7.79,6.1,575.65,7,8,8,8,7,10,7.86,7,7,8,9,6,7,9,8,7.62,7.74,10,6,10,10,8,10,7,9,8.75,8.08,5,10,10,8,9,5,10,10,8.38,8.15,9,10,10,9,9,8,8,7,8.75,8.27,10,8.56
8.69,8.11,8.31,930.47,9,8,10,8,9,9,8.71,10,8,6,10,7,7,5,10,7.88,8.3,10,8,8,8,8,10,7,7,8.25,8.28,8,9,8,8,10,9,8,9,8.62,8.37,10,10,10,8,9,10,9,8,9.25,8.54,7,8.29
7.27,7.25,5.72,552.56,6,6,5,7,8,6,6.43,5,8,8,8,7,10,7,7,7.5,6.96,6,7,7,6,7,5,6,7,6.38,6.77,7,8,8,8,6,8,8,8,7.62,6.98,8,7,7,9,7,6,9,6,7.38,7.06,6,6.88
6.47,7.39,5.91,470.45,7,8,6,8,9,6,7.14,9,8,9,8,7,10,8,7,8.25,7.7,8,9,6,9,9,9,8,5,7.88,7.76,9,8,7,7,8,8,7,7,7.62,7.72,8,7,7,6,8,6,7,7,7.0,7.58,7,7.48
8.92,5.17,7.4,488.69,6,5,7,8,10,7,7.14,7,9,8,9,9,10,9,8,8.62,7.88,8,7,9,5,10,7,8,8,7.75,7.84,8,6,6,8,7,9,6,5,6.88,7.6,7,6,6,8,5,5,6,5,6.0,7.28,6,7.07
5.19,6.83,5.1,453.52,5,8,7,7,7,8,6.86,5,5,9,8,8,7,7,7,7.0,6.93,8,5,8,7,5,7,5,9,6.75,6.87,6,6,8,8,9,6,7,7,7.12,6.93,5,5,5,9,8,6,5,7,6.25,6.8,9,7.16
7.71,7.54,7.64,495.38,5,5,7,6,6,7,5.86,7,7,5,6,5,7,5,8,6.25,6.05,6,10,8,5,8,5,9,8,7.38,6.5,10,7,5,6,7,10,6,5,7.0,6.62,6,6,6,5,6,6,7,7,6.12,6.52,5,6.27
5.72,5.87,7.66,477.15,8,6,6,8,8,10,7.29,8,8,10,8,5,10,9,9,8.38,7.83,7,7,5,6,9,7,7,5,6.62,7.43,7,7,6,8,7,7,5,5,6.5,7.2,6,6,7,7,6,8,6,6,6.5,7.06,6,6.88
6.2,5.84,7.17,392.83,5,8,8,7,7,6,6.71,7,5,8,6,5,7,7,7,6.5,6.61,7,9,8,9,5,8,9,8,7.88,7.03,9,8,8,6,6,8,8,8,7.62,7.18,7,7,6,7,8,6,7,7,6.88,7.12,7,7.1
7.57,7.01,5.36,568.87,5,8,7,7,8,6,6.57,7,7,9,6,6,8,8,7,7.25,6.91,8,5,7,6,7,9,5,5,6.5,6.77,5,5,6,6,7,6,6,7,6.0,6.58,6,6,8,5,5,6,6,6,6.0,6.46,5,6.22
5.94,6.09,5.85,619.79,7,7,6,7,6,8,7.0,7,9,7,8,8,8,6,9,7.75,7.38,5,9,8,9,8,5,8,8,7.5,7.42,8,6,7,6,5,9,5,6,6.5,7.19,6,6,6,5,8,6,7,8,6.5,7.05,7,7.04
8.29,7.22,7.84,413.81,8,6,7,8,10,9,8.0,6,8,9,9,8,8,9,9,8.25,8.12,7,7,7,7,7,7,6,7,6.88,7.71,6,6,8,6,7,5,5,8,6.38,7.38,6,7,8,6,7,6,7,8,6.88,7.28,8,7.4
6.83,7.91,5.92,566.85,6,6,8,8,7,7,6.71,5,5,8,10,6,6,10,9,7.38,7.05,10,6,8,7,5,10,7,9,7.75,7.28,5,6,8,7,10,6,5,7,6.75,7.15,6,5,5,5,9,8,5,10,6.62,7.04,10,7.54
9.17,8.89,7.64,561.42,8,9,6,7,8,5,7.14,5,9,7,8,7,8,7,10,7.62,7.38,7,8,7,8,8,8,8,7,7.62,7.46,7,8,6,6,5,7,9,5,6.62,7.25,8,8,6,5,5,6,7,5,6.25,7.05,5,6.71
5.11,7.56,7.3,546.5,6,6,8,8,8,8,7.14,8,8,8,9,5,7,8,9,7.75,7.45,10,9,8,5,9,10,9,8,8.5,7.8,10,6,6,8,9,9,7,5,7.5,7.72,7,8,8,7,6,6,6,6,6.75,7.53,5,7.11
6.72,6.12,7.89,587.29,7,7,9,7,8,5,7.43,7,9,8,5,10,9,9,5,7.75,7.59,9,10,7,8,10,8,10,7,8.62,7.93,9,7,7,8,9,8,6,6,7.5,7.82,6,5,7,8,6,8,7,6,6.62,7.58,5,7.15
5.19,7.94,7.17,491.22,5,5,7,8,8,7,6.71,5,8,8,8,6,7,10,7,7.38,7.05,8,6,5,5,9,8,5,5,6.38,6.82,7,7,7,7,9,7,7,7,7.25,6.93,8,6,7,5,7,6,9,6,6.75,6.89,7,6.91
6.26,7.92,6.49,402.26,7,7,5,7,8,9,6.86,7,8,6,6,7,10,6,8,7.25,7.05,5,5,5,9,8,5,6,5,6.0,6.7,6,7,6,8,6,5,6,6,6.25,6.59,8,8,8,7,5,6,9,5,7.0,6.67,5,6.39
5.62,7.91,5.19,434.68,7,6,5,6,8,6,6.43,8,7,5,7,5,6,7,8,6.62,6.52,5,7,7,5,8,5,6,8,6.38,6.48,6,6,7,6,5,6,6,6,6.0,6.36,5,7,7,5,7,8,6,6,6.38,6.36,8,6.63
6.47,6.05,6.07,437.76,8,8,7,6,7,6,6.86,5,5,8,7,8,6,8,9,7.0,6.93,6,6,10,7,6,7,6,9,7.12,6.99,5,6,6,7,6,5,5,7,5.88,6.71,7,8,8,7,6,7,7,7,7.12,6.8,7,6.83
5.24,7.02,7.8,474.27,5,8,7,5,6,5,5.86,6,8,7,6,7,7,6,5,6.5,6.18,8,7,9,8,7,8,7,9,7.88,6.75,7,5,8,8,7,7,6,8,7.0,6.81,6,7,6,7,6,8,6,5,6.38,6.72,6,6.6
6.21,7.58,6.46,504.98,5,6,8,8,9,7,7.29,8,9,8,7,9,10,9,8,8.5,7.89,9,10,9,7,8,9,9,8,8.62,8.14,9,8,9,9,10,8,9,10,9.0,8.35,8,10,9,10,8,8,7,9,8.62,8.41,7,8.17
8.84,7.33,7.52,438.85,7,7,6,7,6,7,6.57,8,5,5,6,8,7,6,6,6.38,6.48,8,7,7,7,5,8,6,7,6.88,6.61,8,8,8,6,8,9,8,8,7.88,6.93,7,6,7,5,9,7,6,9,7.0,6.94,9,7.29
9.33,9.09,8.51,915.03,10,9,8,8,8,7,8.29,9,10,9,7,7,10,10,7,8.62,8.45,7,7,8,10,10,7,5,8,7.75,8.22,6,9,10,9,6,5,9,9,7.88,8.13,10,9,9,9,9,9,10,8,9.12,8.33,9,8.44
8.95,9.75,8.23,876.96,8,8,8,8,9,9,8.57,8,9,7,10,9,8,8,9,8.5,8.54,7,10,8,10,7,7,10,6,8.12,8.4,9,9,8,10,5,8,8,9,8.25,8.36,10,9,8,9,9,8,9,8,8.75,8.44,10,8.7
8.23,8.96,9.14,753.38,8,9,9,9,8,9,8.86,9,6,8,8,9,8,10,10,8.5,8.68,10,9,10,7,7,9,8,9,8.62,8.66,9,8,10,9,10,9,7,9,8.88,8.71,7,8,10,10,10,9,8,9,8.88,8.75,10,8.96
9.76,9.79,8.57,784.31,9,10,8,9,10,9,9.14,8,9,8,9,8,10,9,9,8.75,8.95,8,10,6,10,9,9,9,6,8.38,8.76,10,10,10,10,7,9,9,10,9.38,8.91,10,10,9,10,10,9,10,10,9.75,9.08,9,9.07
9.08,8.36,9.57,814.96,8,10,10,9,10,8,9.14,10,9,8,8,9,8,10,9,8.88,9.01,9,9,9,9,8,8,9,9,8.75,8.92,7,10,8,10,10,6,9,8,8.5,8.82,9,10,9,9,7,9,9,8,8.75,8.8,7,8.5
6.07,6.61,6.16,484.95,8,6,7,8,7,6,6.86,5,7,10,9,8,8,10,9,8.25,7.55,8,9,6,8,7,8,9,5,7.5,7.54,10,8,8,6,8,10,9,7,8.25,7.71,7,8,6,6,8,7,8,9,7.38,7.65,7,7.54
8.83,7.54,6.73,493.01,5,5,8,5,7,7,6.29,8,6,5,7,6,5,5,8,6.25,6.27,9,10,8,7,6,10,10,9,8.62,7.05,9,7,7,6,8,10,6,8,7.62,7.19,7,6,7,5,7,8,8,8,7.0,7.16,8,7.3
8.0,7.75,6.71,516.59,5,6,6,5,7,5,5.57,5,7,5,6,6,7,7,5,6.0,5.79,8,9,6,6,7,9,8,7,7.5,6.36,9,6,8,6,6,7,5,7,6.75,6.46,7,8,8,5,7,6,8,8,7.12,6.59,7,6.66
5.92,6.62,5.68,587.61,8,6,7,8,8,10,7.71,8,7,10,10,7,8,10,9,8.62,8.17,6,8,9,6,7,6,8,8,7.25,7.86,7,6,7,6,7,5,7,8,6.62,7.55,7,7,8,7,6,7,7,6,6.88,7.42,7,7.35
